GET_taken|photo_num|mag_number|mag_code|film_type|revolution_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description|photographer|date_taken
122:27:42|20430|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN|Gene Cernan|
122:27:33|20431|134|B|SO-368|||||||60|16|EVA 1|STA 1, PAN|Gene Cernan|
122:30:27|20432|134|B|SO-368|||||||60|16|EVA 1|STA 1, SPL 1500, 1535-606|Gene Cernan|
122:42:15|20433|134|B|SO-368|||||||60|17|EVA 1|LRV TRAVERSE, STA 1 TO STA SEP|Gene Cernan|
122:42:20|20434|134|B|SO-368|||||||60|17|EVA 1|LRV TRAVERSE, STA 1 TO STA SEP|Gene Cernan|
123:01:05|20435|134|B|SO-368|||||||60|17|EVA 1|view of Schmitt at Surface Electrical Properties experiment; LM and LRV in background|Gene Cernan|
123:04:03|20436|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - LRV tracks and SEP antenna wire|Gene Cernan|
123:06:24|20437|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan|Gene Cernan|
123:06:34|20438|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - Schmitt reaching down to open the solar panels on the SEP transmitter|Gene Cernan|
123:06:44|20439|134|B|SO-369|||||||60|17|EVA 1|Station SEP site pan - Schmitt reaching for the solar panels with the South Massif in the background|Gene Cernan|
123:06:54|20440|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - Schmitt opening the solar panels on SEP transmitter|Gene Cernan|
123:07:04|20441|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan|Gene Cernan|
123:07:14|20442|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - Cernan's shadow|Gene Cernan|
123:07:24|20443|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan|Gene Cernan|
123:07:34|20444|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - LRV, rake and scoop, SEP antenna wire in LRV track|Gene Cernan|
123:07:44|20445|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - LRV, rake and LRV tracks|Gene Cernan|
123:07:54|20446|134|B|SO-368|||||||60|17|EVA 1|Station SEP site pan - North Massif, north SEP arm, boulder track on North Massif|Gene Cernan|
123:08:04|20447|134|B|SO-368|||||||60|17|EVA 1|view of LM during LRV traverse from Station SEP to LM|Gene Cernan|
123:08:14|20448|134|B|SO-368|||||||60|17|EVA 1|LRV TRAVERSE, STA SEP TO STA LM, LM|Gene Cernan|
|20449|134|B|SO-368||||||||||BLANK|Gene Cernan|
|20450|134|B|SO-368||||||||||BLANK|Gene Cernan|
|20451|134|B|SO-368||||||||||BLANK|Gene Cernan|
168:47:26|20452|134|B|SO-368|||||||60|38|EVA 3|STA 9, LRV|Gene Cernan|
168:47:31|20453|134|B|SO-368|||||||60|38|EVA 3|Schmitt jumping into the LMP Rover seat at Station 9|Gene Cernan|
168:47:36|20454|134|B|SO-368|||||||60|38|EVA 3|STA 9, LRV|Gene Cernan|
169:01:56|20455|134|B|SO-368|||||||60|38|EVA 3|LRV TRAVERSE. STA 9-LM, SPL 0315, 0320|Gene Cernan|
169:04:49|20456|134|B|SO-368|||||||60|38|EVA 3|LRV TRAVERSE, STA 9 TO STA LM|Gene Cernan|
169:12:48|20457|134|B|SO-368|||||||60|38|EVA 3|LM viewed from LRV|Gene Cernan|
169:14:50|20458|134|B|SO-368|||||||60|38|EVA 3|LM viewed from LRV|Gene Cernan|
169:15:00|20459|134|B|SO-368|||||||60|38|EVA 3|LM viewed from LRV|Gene Cernan|
169:15:10|20460|134|B|SO-368|||||||60|38|EVA 3|LM viewed from LRV|Gene Cernan|
169:30:33|20461|134|B|SO-368|||||||60|38|EVA 3|LM and half-Earth above|Gene Cernan|
169:30:53|20462|134|B|SO-368|||||||60|38|EVA 3|LM and Rover (w/ Schmitt) during EVA-3 closeout|Gene Cernan|
169:31:13|20463|134|B|SO-368|||||||60|38|EVA 3|LM and half-Earth above|Gene Cernan|
169:31:33|20464|134|B|SO-368|||||||60|38|EVA 3|LM and half-Earth above|Gene Cernan|
169:31:53|20465|134|B|SO-368|||||||60|38|EVA 3|STA LM, EARTH, FLAG|Gene Cernan|
169:32:13|20466|134|B|SO-368|||||||60|38|EVA 3|closeup of U.S. flag with Earth above|Gene Cernan|
169:32:33|20467|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, LRV, FLAG|Gene Cernan|
169:32:53|20468|134|B|SO-368|||||||60|38|EVA 3|STALM, LM, QUAD 2|Gene Cernan|
169:33:13|20469|134|B|SO-368|||||||60|38|EVA 3|closeup of LM flag decal|Gene Cernan|
169:33:23|20470|134|B|SO-368|||||||60|38|EVA 3|STA LM, LMP, LRV, EARTH|Gene Cernan|
169:33:49|20471|134|B|SO-368|||||||60|38|EVA 3|closeup of Jack Schmitt at Rover with Earth above|Gene Cernan|
169:34:19|20472|134|B|SO-368|||||||60|38|EVA 3|Schmitt at the Rover|Gene Cernan|
169:39:17|20473|134|B|SO-368|||||||60|38|EVA 3|STA LM, CDR, LRV, EARTH|Jack Schmitt|
169:39:46|20474|134|B|SO-368|||||||60|38|EVA 3|STA LM, CDR, LRV|Jack Schmitt|
169:39:17|20475|134|B|SO-368|||||||60|38|EVA 3|Cernan at the Rover|Jack Schmitt|
169:39:37|20476|134|B|SO-368|||||||60|38|EVA 3|STA LM, CDR, LRV|Jack Schmitt|
169:40:00|20477|134|B|SO-368|||||||60|38|EVA 3|Cernan at the Rover|Jack Schmitt|13-Dec-72
169:40:10|20478|134|B|SO-368|||||||60|38|EVA 3|Cernan at the Rover|Jack Schmitt|
169:40:15|20479|134|B|SO-368|||||||60|38|EVA 3|STA LM, CDR, LRV|Jack Schmitt|
169:47:19|20480|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:47:29|20481|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:47:38|20482|134|B|SO-368|||||||60|38|EVA 3|Cernan unveils Apollo 17 plaque on leg of LM Challenger|Jack Schmitt|
169:47:43|20483|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:47:48|20484|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:47:53|20485|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:47:58|20486|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:48:03|20487|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM|Jack Schmitt|
169:48:08|20488|134|B|SO-368|||||||60|38|EVA 3|LM plaque and Cernan|Jack Schmitt|
169:57:49|20489|134|B|SO-368|||||||60|38|EVA 3|Central ALSEP station / Geophone Rock in b.g.|Jack Schmitt|
169:57:59|20490|134|B|SO-368|||||||60|38|EVA 3|Lower portion of north side of ALSEP Central Station|Jack Schmitt|
169:58:09|20491|134|B|SO-368|||||||60|38|EVA 3|closeup of ALSEP central station|Jack Schmitt|
170:10:47|20492|134|B|SO-368|||||||60|38|EVA 3|west heat flow hole viewed from west|Jack Schmitt|
170:10:57|20493|134|B|SO-368|||||||60|38|EVA 3|up-sun view of west heat flow hole|Jack Schmitt|
170:11:07|20494|134|B|SO-368|||||||60|38|EVA 3|west heat flow hole viewed from northwest|Jack Schmitt|
170:11:13|20495|134|B|SO-368|||||||60|38|EVA 3|Station ALSEP / heat flow probe|Jack Schmitt|
170:11:17|20496|134|B|SO-368|||||||60|38|EVA 3|Station ALSEP / heat flow probe|Jack Schmitt|
170:11:22|20497|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, HEAT FLOW PROBE|Jack Schmitt|
170:12:10|20498|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, LUNAR MASS SPECTROMETER|Jack Schmitt|
170:12:15|20499|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, LUNAR MASS SPECTROMETER|Jack Schmitt|
170:12:25|20500|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, EJECTA-METEORITE DETECTOR|Jack Schmitt|
170:12:35|20501|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, LUNAR SURFACE GRAVIMETER|Jack Schmitt|
170:12:45|20502|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, LUNAR SURFACE GRAVIMETER|Jack Schmitt|
170:14:37|20503|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, DRILL CORE EXTRACTOR, SPL0175|Jack Schmitt|
170:14:47|20504|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, DRILL CORE EXTRACTOR, SPL0175|Jack Schmitt|
170:14:57|20505|134|B|SO-368|||||||60|38|EVA 3|STA ALSEP, DRILL CORE EXTRACTOR, SPL0175|Jack Schmitt|
170:17:35|20506|134|B|SO-368|||||||60|38|EVA 3|LM, flag, LRV tracks, Cernan at LRV|Jack Schmitt|
170:25:26|20507|134|B|SO-368|||||||60|38|EVA 3|view of flag and LM (Cernan at LRV in distance)|Jack Schmitt|
170:26:44|20508|134|B|SO-368|||||||60|38|EVA 3|view of flag and LM (East Massif in b.g.)|Jack Schmitt|
170:26:54|20509|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, FLAG|Jack Schmitt|
170:27:04|20510|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, FLAG|Jack Schmitt|
170:27:14|20511|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, FLAG|Jack Schmitt|
170:27:24|20512|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, FLAG|Jack Schmitt|
170:27:34|20513|134|B|SO-368|||||||60|38|EVA 3|STA LM, LM, FLAG|Jack Schmitt|
173:18:03|20514|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:18:13|20515|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:18:23|20516|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:18:33|20517|134|B|SO-368|||||||60||POST EVA 3|Gene Cernan in the LM following EVA (out of focus)|Jack Schmitt|
173:18:43|20518|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:18:53|20519|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:19:03|20520|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:19:13|20521|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:19:18|20522|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, CERNAN|Jack Schmitt|
173:19:23|20523|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, EVA SUITS|Jack Schmitt|
173:19:28|20524|134|B|SO-368|||||||60||POST EVA 3|helmets and moonsuits stowed in LM after final moonwalk|Jack Schmitt|
173:19:33|20525|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, EVA SUITS|Jack Schmitt|
173:19:38|20526|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, EVA SUITS|Jack Schmitt|
173:19:43|20527|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, SCHMITT|Gene Cernan|
173:19:48|20528|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, SCHMITT|Gene Cernan|
173:19:53|20529|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, SCHMITT|Gene Cernan|
173:19:58|20530|134|B|SO-368|||||||60||POST EVA 3|Jack Schmitt in the LM|Gene Cernan|
173:20:08|20531|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, SCHMITT|Gene Cernan|
173:20:18|20532|134|B|SO-368|||||||60||POST EVA 3|LM INTERIOR, SCHMITT|Gene Cernan|
141:23:13|20533|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:23:33|20534|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:23:53|20535|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:24:13|20536|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:24:33|20537|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:24:53|20538|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0255|Jack Schmitt|
141:25:13|20539|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0275|Jack Schmitt|
141:25:33|20540|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0275|Jack Schmitt|
141:25:53|20541|135|G|3401|||||||60|25|EVA 2|STA SEP, SPL 0275|Jack Schmitt|
141:27:08|20542|135|G|3401|||||||60|25|EVA 2|View from the back of the Rover at the start of the EVA-2 Traverse, with the newly installed replacement fender on the right-rear wheel|Jack Schmitt|
141:27:18|20543|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV|Jack Schmitt|
141:27:28|20544|135|G|3401|||||||60|25|EVA 2|Cernan drives the Rover near the SEP deployment site|Jack Schmitt|
141:27:38|20545|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV, CDR, SURF ELEC PROP|Jack Schmitt|
141:27:48|20546|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV, CDR, SURF ELEC PROP|Jack Schmitt|
141:28:31|20547|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV, CDR|Jack Schmitt|
141:28:41|20548|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV, CDR, SURF ELEC PROP|Jack Schmitt|
141:28:51|20549|135|G|3401|||||||60|25|EVA 2|STA SEP, LRV, SURF ELEC PROP|Jack Schmitt|
141:29:01|20550|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, LM|Jack Schmitt|
141:29:11|20551|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:33:10|20552|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:33:20|20553|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:33:30|20554|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:34:00|20555|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:34:20|20556|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:34:40|20557|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:35:00|20558|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:35:20|20559|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:35:40|20560|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:36:00|20561|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:36:20|20562|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:36:52|20563|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:37:12|20564|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:37:32|20565|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:37:52|20566|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:38:12|20567|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:38:32|20568|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:38:52|20569|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:00|20570|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:05|20571|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:10|20572|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:15|20573|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:20|20574|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:25|20575|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:30|20576|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:35|20577|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:40|20578|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:45|20579|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:50|20580|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:39:55|20581|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:40:41|20582|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:40:51|20583|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:41:01|20584|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:41:11|20585|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:41:21|20586|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:41:31|20587|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:42:23|20588|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:42:30|20589|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:42:35|20590|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:43:03|20591|135|G|3401|||||||60|25|EVA 2|LRV traverse / Station SEP to Station 2|Jack Schmitt|
141:43:25|20592|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:43:30|20593|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:03|20594|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:21|20595|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:26|20596|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:31|20597|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:36|20598|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:41|20599|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:46|20600|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:51|20601|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:44:56|20602|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:45:01|20603|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:45:06|20604|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:45:11|20605|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:45:16|20606|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:46:09|20607|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:46:19|20608|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:46:29|20609|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:49:47|20610|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:49:52|20611|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:49:57|20612|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:02|20613|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:07|20614|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:12|20615|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:17|20616|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:22|20617|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:27|20618|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:32|20619|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:37|20620|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:42|20621|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:50:47|20622|135|G|3401|||||||60|25|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:53:41|20623|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2135|Jack Schmitt|
141:53:51|20624|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2135|Jack Schmitt|
141:54:01|20625|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2135|Jack Schmitt|
141:54:11|20626|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2135|Jack Schmitt|
141:56:12|20627|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2135|Jack Schmitt|
141:56:22|20628|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:57:50|20629|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:29|20630|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:34|20631|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:39|20632|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:44|20633|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:49|20634|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:54|20635|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
141:58:59|20636|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:04:10|20637|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:04:20|20638|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:04:30|20639|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:04:40|20640|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:04:53|20641|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2140|Jack Schmitt|
142:05:03|20642|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2140|Jack Schmitt|
142:06:21|20643|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2, SPL 2140|Jack Schmitt|
142:06:39|20644|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:06:49|20645|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:06:59|20646|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:07:09|20647|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:07:19|20648|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:12:34|20649|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, SPL 2150, 55, 2160|Jack Schmitt|
142:15:00|20650|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:15:10|20651|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:15:20|20652|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:15:30|20653|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:15:40|20654|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:15:50|20655|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:16:00|20656|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:24:17|20657|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:24:22|20658|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:24:27|20659|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE. STA SEP TO STA 2|Jack Schmitt|
142:24:32|20660|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:24:37|20661|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
142:24:42|20662|135|G|3401|||||||60|26|EVA 2|LRV TRAVERSE, STA SEP TO STA 2|Jack Schmitt|
